Moonriver,MOVR,769508412,312.03,https://coinmarketcap.com/currencies/moonriver/
Ocean Protocol,OCEAN,744144555,1.21,https://coinmarketcap.com/currencies/ocean-protocol/
Serum,SRM,745321613,5.59,https://coinmarketcap.com/currencies/serum/
Kava,KAVA,742089837,5.20,https://coinmarketcap.com/currencies/kava/
SwissBorg,CHSB,737640649,0.7376,https://coinmarketcap.com/currencies/swissborg/
IOST,IOST,735242987,0.04062,https://coinmarketcap.com/currencies/iostoken/
DigiByte,DGB,708246704,0.04756,https://coinmarketcap.com/currencies/digibyte/
Gnosis,GNO,699159863,464.69,https://coinmarketcap.com/currencies/gnosis-gno/
WINkLink,WIN,691125320,0.0007186,https://coinmarketcap.com/currencies/wink/
Golem,GLM,686499724,0.6865,https://coinmarketcap.com/currencies/golem-network-tokens/
Reserve Rights,RSR,673970202,0.05121,https://coinmarketcap.com/currencies/reserve-rights/
Polymath,POLY,670615810,0.7463,https://coinmarketcap.com/currencies/polymath-network/
CEEK VR,CEEK,667755122,0.9028,https://coinmarketcap.com/currencies/ceek-vr/
Celer Network,CELR,652413628,0.1074,https://coinmarketcap.com/currencies/celer-network/
MyNeighborAlice,ALICE,649622523,21.23,https://coinmarketcap.com/currencies/myneighboralice/
XYO,XYO,642315763,0.05001,https://coinmarketcap.com/currencies/xyo/
1inch Network,1INCH,631131989,3.50,https://coinmarketcap.com/currencies/1inch/
Request,REQ,627756469,0.6278,https://coinmarketcap.com/currencies/request/
NuCypher,NU,617086256,0.8876,https://coinmarketcap.com/currencies/nucypher/
WOO Network,WOO,577082346,1.01,https://coinmarketcap.com/currencies/wootrade/
DigitalBits,XDB,572355678,0.6544,https://coinmarketcap.com/currencies/digitalbits/
OriginTrail,TRAC,572111424,1.57,https://coinmarketcap.com/currencies/origintrail/
Casper,CSPR,570533753,0.2067,https://coinmarketcap.com/currencies/casper/
Fetch.ai,FET,554441772,0.7431,https://coinmarketcap.com/currencies/fetch/
Neutrino USD,USDN,552167946,0.985,https://coinmarketcap.com/currencies/neutrino-usd/
Injective Protocol,INJ,547805505,12.55,https://coinmarketcap.com/currencies/injective-protocol/
GateToken,GT,547240086,7.03,https://coinmarketcap.com/currencies/gatetoken/
JUST,JST,544498474,0.07458,https://coinmarketcap.com/currencies/just/
Mdex,MDX,519909464,0.656,https://coinmarketcap.com/currencies/mdex/
Chromia,CHR,512292274,0.9029,https://coinmarketcap.com/currencies/chromia/
Syscoin,SYS,508599248,0.8159,https://coinmarketcap.com/currencies/syscoin/
Ultra,UOS,508481613,1.80,https://coinmarketcap.com/currencies/ultra/
Cartesi,CTSI,504077796,1.04,https://coinmarketcap.com/currencies/cartesi/
Dent,DENT,489312346,0.004942,https://coinmarketcap.com/currencies/dent/
WazirX,WRX,482905431,1.49,https://coinmarketcap.com/currencies/wazirx/
Lisk,LSK,463817408,3.60,https://coinmarketcap.com/currencies/lisk/
Swipe,SXP,440099939,2.28,https://coinmarketcap.com/currencies/swipe/
Dvision Network,DVI,436448768,1.56,https://coinmarketcap.com/currencies/dvision-network/
Flux,FLUX,431007057,1.95,https://coinmarketcap.com/currencies/zel/
Function X,FX,424522710,1.04,https://coinmarketcap.com/currencies/function-x/
Fei USD,FEI,424262373,0.9983,https://coinmarketcap.com/currencies/fei-usd/
MediBloc,MED,423746451,0.07873,https://coinmarketcap.com/currencies/medibloc/
Alpha Finance Lab,ALPHA,421512566,0.9444,https://coinmarketcap.com/currencies/alpha-finance-lab/
Energy Web Token,EWT,417044191,13.87,https://coinmarketcap.com/currencies/energy-web-token/
COTI,COTI,396591123,0.4565,https://coinmarketcap.com/currencies/coti/
Verge,XVG,397588348,0.02411,https://coinmarketcap.com/currencies/verge/
Reef,REEF,396407361,0.0246,https://coinmarketcap.com/currencies/reef/
Origin Protocol,OGN,389175127,1.00,https://coinmarketcap.com/currencies/origin-protocol/
Bitcoin Standard Hashrate Token,BTCST,366266333,32.07,https://coinmarketcap.com/currencies/btc-standard-hashrate-token/
Civic,CVC,360309398,0.5378,https://coinmarketcap.com/currencies/civic/
VeThor Token,VTHO,361265030,0.008422,https://coinmarketcap.com/currencies/vethor-token/
NKN,NKN,356665271,0.5095,https://coinmarketcap.com/currencies/nkn/
Status,SNT,354947958,0.1023,https://coinmarketcap.com/currencies/status/
Unibright,UBT,352979404,2.35,https://coinmarketcap.com/currencies/unibright/
StormX,STMX,351388945,0.03514,https://coinmarketcap.com/currencies/stormx/
Ardor,ARDR,348444738,0.3488,https://coinmarketcap.com/currencies/ardor/
Divi,DIVI,344339108,0.1311,https://coinmarketcap.com/currencies/divi/
Conflux,CFX,339708762,0.2947,https://coinmarketcap.com/currencies/conflux-network/
MX Token,MX,338003837,3.38,https://coinmarketcap.com/currencies/mx-token/
Orchid,OXT,332732403,0.4817,https://coinmarketcap.com/currencies/orchid/
BakeryToken,BAKE,331196391,1.71,https://coinmarketcap.com/currencies/bakerytoken/
iExec RLC,RLC,331810888,4.14,https://coinmarketcap.com/currencies/rlc/
Polkastarter,POLS,327111474,4.00,https://coinmarketcap.com/currencies/polkastarter/
Phantasma,SOUL,325688255,3.16,https://coinmarketcap.com/currencies/phantasma/
Bitcoin Diamond,BCD,321209238,1.72,https://coinmarketcap.com/currencies/bitcoin-diamond/
Sun (New),SUN,319767566,0.03041,https://coinmarketcap.com/currencies/sun-token/
PAX Gold,PAXG,317801496,1774.03,https://coinmarketcap.com/currencies/pax-gold/
Ampleforth,AMPL,308919479,1.28,https://coinmarketcap.com/currencies/ampleforth/
Ontology Gas,ONG,300673649,1.13,https://coinmarketcap.com/currencies/ontology-gas/
Powerledger,POWR,297643258,0.6427,https://coinmarketcap.com/currencies/power-ledger/
Band Protocol,BAND,292266590,8.30,https://coinmarketcap.com/currencies/band-protocol/
MCO,MCO,291219459,18.44,https://coinmarketcap.com/currencies/crypto-com/
HEX,HEX,31414371195,0.1812,https://coinmarketcap.com/currencies/hex/
Lido stETH,STETH,6841102406,4501.56,https://coinmarketcap.com/currencies/steth/
Wrapped BNB,WBNB,3597617601,622.03,https://coinmarketcap.com/currencies/wbnb/
Huobi BTC,HBTC,2266748444,56833.41,https://coinmarketcap.com/currencies/huobi-btc/
Symbol,XYM,1889493200,0.3385,https://coinmarketcap.com/currencies/symbol/
WEMIX,WEMIX,1792678799,14.55,https://coinmarketcap.com/currencies/wemix/
LINK,LN,1665438065,278.70,https://coinmarketcap.com/currencies/link/
yOUcash,YOUC,1542777843,0.2263,https://coinmarketcap.com/currencies/youcash/
SafeMoon,SAFEMOON,1352368911,0.00000231,https://coinmarketcap.com/currencies/safemoon/
BitDAO,BIT,1334835005,2.28,https://coinmarketcap.com/currencies/bitdao/
Creditcoin,CTC,1333375278,2.36,https://coinmarketcap.com/currencies/creditcoin/
Sologenic,SOLO,1263718781,6.32,https://coinmarketcap.com/currencies/sologenic/
Frax,FRAX,1259577201,1.00,https://coinmarketcap.com/currencies/frax/
DeFiChain,DFI,1233549219,4.10,https://coinmarketcap.com/currencies/defichain/
Ethereum Name Service,ENS,1231979909,60.85,https://coinmarketcap.com/currencies/ethereum-name-service/
Venus BNB,vBNB,1110441035,13.17,https://coinmarketcap.com/currencies/venus-bnb/
ECOMI,OMI,1092068252,0.006567,https://coinmarketcap.com/currencies/ecomi/
Rally,RLY,1060750332,0.5092,https://coinmarketcap.com/currencies/rally/
MobileCoin,MOB,1048176258,14.12,https://coinmarketcap.com/currencies/mobilecoin/
Illuvium,ILV,1042678484,1622.04,https://coinmarketcap.com/currencies/illuvium/
Bloktopia,BLOK,1025509733,0.123,https://coinmarketcap.com/currencies/bloktopia/
Convex Finance,CVX,1007096925,25.55,https://coinmarketcap.com/currencies/convex-finance/
NXM,NXM,995382682,150.57,https://coinmarketcap.com/currencies/nxm/
Counos X,CCXX,986750282,55.25,https://coinmarketcap.com/currencies/counos-x/
UFO Gaming,UFO,966361145,0.00003752,https://coinmarketcap.com/currencies/ufo-gaming/
Render Token,RNDR,953133089,5.54,https://coinmarketcap.com/currencies/render-token/
The Transfer Token,TTT,895167179,8.54,https://coinmarketcap.com/currencies/the-transfer-token/
Radio Caca,RACA,889989167,0.004894,https://coinmarketcap.com/currencies/radio-caca/
JasmyCoin,JASMY,839740115,0.1766,https://coinmarketcap.com/currencies/jasmy/
MOBOX,MBOX,763532569,9.56,https://coinmarketcap.com/currencies/mobox/
Vulcan Forged PYR,PYR,750054671,39.48,https://coinmarketcap.com/currencies/vulcan-forged-pyr/
YooShi,YOOSHI,739952383,0.000001968,https://coinmarketcap.com/currencies/yooshi/
Liquity USD,LUSD,720048047,1.00,https://coinmarketcap.com/currencies/liquity-usd/
Anchor Protocol,ANC,712362862,3.97,https://coinmarketcap.com/currencies/anchor-protocol/
SuperFarm,SUPER,701530704,1.75,https://coinmarketcap.com/currencies/superfarm/
Alitas,ALT,686238272,11.44,https://coinmarketcap.com/currencies/alitas/
WhiteCoin,XWC,670209752,0.9006,https://coinmarketcap.com/currencies/whitecoin/
Nano,XNO,660258960,4.96,https://coinmarketcap.com/currencies/nano/
Coin98,C98,591275217,3.20,https://coinmarketcap.com/currencies/coin98/
Starlink,STARL,574370460,0.00005756,https://coinmarketcap.com/currencies/star-link/
PlayDapp,PLA,573863585,2.38,https://coinmarketcap.com/currencies/playdapp/
Yield Guild Games,YGG,552035100,7.99,https://coinmarketcap.com/currencies/yield-guild-games/
GlitzKoin,GTN,534762307,2.16,https://coinmarketcap.com/currencies/glitzkoin/
KOK,KOK,523019200,4.87,https://coinmarketcap.com/currencies/keystone-of-opportunity-knowledge/
Orbit Chain,ORC,515570695,0.9007,https://coinmarketcap.com/currencies/orbit-chain/
Rocket Pool,RPL,515285093,50.13,https://coinmarketcap.com/currencies/rocket-pool/
Tribe,TRIBE,511551349,1.13,https://coinmarketcap.com/currencies/tribe/
RMRK,RMRK,495221932,52.13,https://coinmarketcap.com/currencies/rmrk/
Keep Network,KEEP,492263371,0.8255,https://coinmarketcap.com/currencies/keep-network/
Persistence,XPRT,454581852,7.49,https://coinmarketcap.com/currencies/persistence/
Bifrost (BFC),BFC,447476729,0.4241,https://coinmarketcap.com/currencies/bifrost/
Mask Network,MASK,443060933,15.21,https://coinmarketcap.com/currencies/mask-network/
Wilder World,WILD,439944095,5.97,https://coinmarketcap.com/currencies/wilder-world/
PlatON,LAT,428550127,0.1899,https://coinmarketcap.com/currencies/platon/
Bonfida,FIDA,408950481,9.12,https://coinmarketcap.com/currencies/bonfida/
Braintrust,BTRST,406797857,5.07,https://coinmarketcap.com/currencies/braintrust/
Merit Circle,MC,397581651,9.33,https://coinmarketcap.com/currencies/merit-circle/
Bitpanda Ecosystem Token,BEST,386616630,1.07,https://coinmarketcap.com/currencies/bitpanda-ecosystem-token/
Mines of Dalarnia,DAR,382172868,3.10,https://coinmarketcap.com/currencies/mines-of-dalarnia/
Trust Wallet Token,TWT,377120197,1.09,https://coinmarketcap.com/currencies/trust-wallet-token/
Star Atlas,ATLAS,373381896,0.1729,https://coinmarketcap.com/currencies/star-atlas/
DAO Maker,DAO,372437221,5.90,https://coinmarketcap.com/currencies/dao-maker/
Hathor,HTR,370834750,1.67,https://coinmarketcap.com/currencies/hathor/
Pundi X[new],PUNDIX,363225014,1.41,https://coinmarketcap.com/currencies/pundix-new/
Alien Worlds,TLM,352149885,0.3853,https://coinmarketcap.com/currencies/alien-worlds/
JOE,JOE,346315401,2.66,https://coinmarketcap.com/currencies/joe/
Wrapped NCG (Nine Chronicles Gold),WNCG,345416599,2.88,https://coinmarketcap.com/currencies/wrapped-ncg/
KardiaChain,KAI,338895088,0.1116,https://coinmarketcap.com/currencies/kardiachain/
Kyber Network Crystal v2,KNC,336741302,1.89,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/
Beta Finance,BETA,334743442,1.31,https://coinmarketcap.com/currencies/beta-finance/
Centrality,CENNZ,323357591,0.2695,https://coinmarketcap.com/currencies/centrality/
e-Radix,EXRD,322500184,0.4389,https://coinmarketcap.com/currencies/radix/
Seedify.fund,SFUND,321682976,15.00,https://coinmarketcap.com/currencies/seedify-fund/
Pirate Chain,ARRR,318223910,1.69,https://coinmarketcap.com/currencies/pirate-chain/
Mango Markets,MNGO,313675572,0.3137,https://coinmarketcap.com/currencies/mango-markets/
Vectorspace AI,VXV,313100412,8.09,https://coinmarketcap.com/currencies/vectorspace-ai/
Chia Network,XCH,312623342,127.65,https://coinmarketcap.com/currencies/chia-network/
RedFOX Labs,RFOX,304119560,0.2318,https://coinmarketcap.com/currencies/redfox-labs/
Alchemy Pay,ACH,295849172,0.08475,https://coinmarketcap.com/currencies/alchemy-pay/
Rari Governance Token,RGT,292165836,25.96,https://coinmarketcap.com/currencies/rari-governance-token/
Efinity Token,EFI,292022969,1.72,https://coinmarketcap.com/currencies/efinity/
HedgeTrade,HEDG,289058165,0.8289,https://coinmarketcap.com/currencies/hedgetrade/
aelf,ELF,287798540,0.5286,https://coinmarketcap.com/currencies/aelf/
Anyswap,ANY,286044295,15.35,https://coinmarketcap.com/currencies/anyswap/
Alchemix,ALCX,284799889,327.93,https://coinmarketcap.com/currencies/alchemix/
Frax Share,FXS,283098287,17.47,https://coinmarketcap.com/currencies/frax-share/
Humanscape,HUM,281687470,0.4703,https://coinmarketcap.com/currencies/humanscape/
HUSD,HUSD,277294431,0.9995,https://coinmarketcap.com/currencies/husd/
Sovryn,SOV,274761187,14.22,https://coinmarketcap.com/currencies/sovryn/
Radicle,RAD,274478028,12.93,https://coinmarketcap.com/currencies/radicle/
Telos,TLOS,274396597,1.02,https://coinmarketcap.com/currencies/telos/
ASD,ASD,270083298,0.4088,https://coinmarketcap.com/currencies/bitmax-token/
LUKSO,LYXe,269458444,17.91,https://coinmarketcap.com/currencies/lukso/
Ark,ARK,267925254,2.01,https://coinmarketcap.com/currencies/ark/
Stratis,STRAX,267403187,2.04,https://coinmarketcap.com/currencies/stratis/
Prometeus,PROM,265213735,16.12,https://coinmarketcap.com/currencies/prometeus/
Orbs,ORBS,263947013,0.1184,https://coinmarketcap.com/currencies/orbs/
TomoChain,TOMO,262512891,3.02,https://coinmarketcap.com/currencies/tomochain/
Sapphire,SAPP,260727139,0.485,https://coinmarketcap.com/currencies/sapphire/
Venus,XVS,257742840,22.26,https://coinmarketcap.com/currencies/venus/
SafePal,SFP,255796998,2.36,https://coinmarketcap.com/currencies/safepal/
DeversiFi,DVF,255269823,10.57,https://coinmarketcap.com/currencies/deversifi/
Steem,STEEM,253751836,0.6452,https://coinmarketcap.com/currencies/steem/
Orion Protocol,ORN,250556615,7.78,https://coinmarketcap.com/currencies/orion-protocol/
TrueFi,TRU,248047399,0.4519,https://coinmarketcap.com/currencies/truefi-token/
inSure DeFi,SURE,245638744,0.009169,https://coinmarketcap.com/currencies/insure/
Badger DAO,BADGER,244622962,21.90,https://coinmarketcap.com/currencies/badger-dao/
Augur,REP,244330970,22.21,https://coinmarketcap.com/currencies/augur/
Electroneum,ETN,242591677,0.01355,https://coinmarketcap.com/currencies/electroneum/
Akash Network,AKT,242226976,2.13,https://coinmarketcap.com/currencies/akash-network/
Verasity,VRA,240579173,0.05382,https://coinmarketcap.com/currencies/verasity/
BinaryX,BNX,238829204,118.06,https://coinmarketcap.com/currencies/binaryx/
Constellation,DAG,238523097,0.1883,https://coinmarketcap.com/currencies/constellation/
Qredo,QRDO,238731737,7.20,https://coinmarketcap.com/currencies/qredo/
Numeraire,NMR,238096002,40.43,https://coinmarketcap.com/currencies/numeraire/
Venus BTC,vBTC,236286533,1147.94,https://coinmarketcap.com/currencies/venus-btc/
Star Atlas DAO,POLIS,232785430,10.78,https://coinmarketcap.com/currencies/star-atlas-polis/
MaidSafeCoin,MAID,230338203,0.509,https://coinmarketcap.com/currencies/maidsafecoin/
Ergo,ERG,229081894,7.16,https://coinmarketcap.com/currencies/ergo/
Terra Virtua Kolect,TVK,226847484,0.3729,https://coinmarketcap.com/currencies/terra-virtua-kolect/
MVL,MVL,227186837,0.01708,https://coinmarketcap.com/currencies/mvl/
GXChain,GXC,224258798,2.99,https://coinmarketcap.com/currencies/gxchain/
Dawn Protocol,DAWN,226643089,3.17,https://coinmarketcap.com/currencies/dawn-protocol/
SOMESING,SSX,226031448,0.09336,https://coinmarketcap.com/currencies/somesing/
Hxro,HXRO,225005730,0.5756,https://coinmarketcap.com/currencies/hxro/
ABBC Coin,ABBC,223843502,0.2434,https://coinmarketcap.com/currencies/abbc-coin/
IDEX,IDEX,219916995,0.3651,https://coinmarketcap.com/currencies/idex/
Gemini Dollar,GUSD,220005959,0.9942,https://coinmarketcap.com/currencies/gemini-dollar/
Gitcoin,GTC,219316988,15.45,https://coinmarketcap.com/currencies/gitcoin/
Aavegotchi,GHST,219262132,2.83,https://coinmarketcap.com/currencies/aavegotchi/
GameFi,GAFI,217648822,218.06,https://coinmarketcap.com/currencies/gamefi/
SingularityNET,AGIX,217433266,0.2489,https://coinmarketcap.com/currencies/singularitynet/
QuarkChain,QKC,217599712,0.034,https://coinmarketcap.com/currencies/quarkchain/
DeRace,DERC,217046654,5.88,https://coinmarketcap.com/currencies/derace/
Metadium,META,215870864,0.1733,https://coinmarketcap.com/currencies/metadium/
Ellipsis,EPS,213959272,0.4365,https://coinmarketcap.com/currencies/ellipsis/
